Secuencia,Nombre común,Diámetro (cm),Altura total (m),Altura comercial (m),Volumen comercial (m3),Valor comercial aproximado (CRC)
I2967,guácimo,19.3,8,4,0,1164.95
I2968,corteza amarilla,16,8,2,0,1455.69
I2969,indio pelado,33.4,10,3,0,0
I2970,cocobolo,44.8,11,3,0,20371.49
I2971,corteza amarilla,25.5,6,2,0,3697.51
I2972,corteza amarilla,17.7,6,,0,0
I2973,cenízaro,68.6,15,4,1,48969.74
I2974,frijolillo,19.8,12,2,0,891.70
I2975,fruta de pava,16.2,12,,0,0
I2976,guácimo,29.8,7,2,0,1388.65
I2977,fruta de pava,22.8,12,3,0,0
I2978,tabaquillo,35.4,12,6,0,0
I2979,chaperno,24.5,13,4,0,0
I2980,fruta de pava,18,12,3,0,0
I2981,guanacaste blanco,28.8,15,6,0,14290.78
I2982,fruta de pava,24.8,15,6,0,0
I2983,guachipelín,31.5,18,3,0,4231.66
I2984,guachipelín,32,18,2.5,0,3639.22
I2985,tabaquillo,17.6,15,2,0,0
I2986,tabaquillo,17.3,15,,0,0
I2987,madroño,18.4,8,,0,0
I2988,guanacaste blanco,48,18,5,0,33080.52
I2989,guácimo,77,10,3,1,13907.01
I2990,jobo,69.5,15,3,1,13389.76
I2991,guaba,15,4,,0,0
I2992,guácimo,70,8,3,1,11493.40
I2993,laurel,20,12,,0,0
I2994,corteza amarilla,18,10,,0,0
I2995,guayaquil,25,2,,0,0
I2996,ron ron,15.8,5,,0,0
I2997,laurel,28.8,10,5,0,6661.96
I2998,guácimo,19.7,8,,0,0
I2999,guácimo,24.5,8,,0,0
I3000,guácimo,24.4,8,2,0,930.98
I3001,leucaena,35.2,10,5,0,0
I3002,guácimo,25.3,8,2,0,1000.93
I3003,guácimo,22.3,8,4,0,1555.25
I3004,guácimo,35.5,9,3,0,2956.03
I3005,guácimo,34.2,8,4,0,3658.00
I3006,guachipelín,58.7,12,3,0,14694.88
I3007,guácimo,33.8,6,3,0,2679.70
I3008,guachipelín,22,4,,0,0
I3009,guachipelín,34,5,3,0,4930.01
I3010,guachipelín,31.8,5,2,0,2875.10
I3011,jocote,30,4,,0,0
I3012,guachipelín,28,8,2,0,2229.02
I3013,guachipelín,29.8,8,3,0,3787.23
I3014,guachipelín,26,10,4,0,3843.93
I3015,guácimo,25.7,8,2,0,1032.83
I3016,guácimo,32,7,3,0,2401.89
I3017,cocobolo,26.1,8,2,0,4609.53
I3018,cocobolo,28,8,2,0,5305.07
I3019,guachipelín,19,6,,0,0
I3020,guachipelín,18.8,6,2,0,1004.88
I3021,sietecueros-pavillo,22,6,2,0,1100.86
I3022,guachipelín,25,8,2,0,1776.96
I3023,guachipelín,21,8,2,0,1253.83
I3024,sietecueros-pavillo,16.5,8,3,0,928.85
I3025,guácimo,31.5,10,2,0,1551.61
I3026,sietecueros-pavillo,22.2,12,5,0,2802.43
I3027,laurel,16,12,2,0,822.46
I3028,guácimo,25.7,7,,0,0
I3029,guácimo,31.3,8,3,0,2297.95
I3030,guanacaste blanco,48.4,18,4,0,26907.33
I3031,laurel,39,15,8,0,19546.37
I3032,pochote,108,13,5,2.2902,66324.80
I3033,pochote,106.5,15,3,1.3362,38697.14
I3034,guachipelín,28.8,10,3,0,3537.32
I3035,jocote,21,5,2,0,0
I3036,guachipelín,40,12,2,0,4549.03
I3037,guachipelín,25.4,12,4,0,3668.56
I3038,guácimo,34.5,10,3,0,2791.84
I3039,guachipelín,26,12,4,0,3843.93
I3040,guachipelín,27,12,2,0,2072.65
I3041,guachipelín,33.2,12,4,0,6267.65
I3042,guácimo,33.2,15,5,0,4309.01
I3043,guácimo,18.8,15,,0,0
I3044,guanacaste blanco,44.4,18,3,0,16982.71
I3045,guácimo,24,4,2,0,900.71
I3046,gavilancillo,15.5,15,,0,0
I3047,gavilancillo,16.3,15,,0,0
I3048,guachipelín,29,16,4,0,4782.16
I3049,guachipelín,19.5,16,2,0,1081.10
I3050,guachipelín,25,16,,0,0
I3051,indio pelado,35.5,10,2,0,0
I3052,guachipelín,22,8,4,0,2752.16
I3053,aceituno,22.5,7,4,0,1871.14
I3054,cedro amargo,22.5,5,2,0,3468.81
I3055,guachipelín,26,15,1.5,0,1441.47
I3056,laurel,27.5,12,6,0,7288.93
I3057,laurel,20.4,12,4,0,2674.04
I3058,guanacaste blanco,58.7,18,3,0,29683.65
I3059,guanacaste blanco,53.8,18,2,0,16623.19
I3060,guácimo,16,6,,0,0
I3061,guachipelín,22,15,,0,0
I3062,guachipelín,31.5,15,2,0,2821.11
I3063,guachipelín,22,15,2,0,1376.08
I3064,corteza amarilla,18,5,2,0,1842.36
I3065,cenízaro,44.6,16,6,0,31048.49
I3066,guácimo,27,8,1.5,0,854.97
I3067,guachipelín,54,15,,0,0
I3068,laurel,26.2,15,6,0,6616.08
I3069,guachipelín,33.7,10,1.5,0,2421.70
I3070,cenízaro,58.5,18,3,0,26708.69
I3071,guácimo,30,10,2,0,1407.35
I3072,guachipelín,16.5,3,2,0,774.05
I3073,guachipelín,32,3,3,0,4367.07
I3074,guachipelín,21.7,6,2,0,1338.81
I3075,madero negro,20,8,,0,0
I3076,madero negro,20.7,8,,0,0
I3077,madero negro,32,8,3,0,0
I3078,cenízaro,41.2,15,5,0,22079.23
I3079,guanacaste blanco,59.6,18,6,1,61201.72
I3080,guachipelín,24,8,,0,0
I3081,roble sabana,22.4,10,5,0,3138.46
I3082,guanacaste blanco,39.5,16,8,0,35842.97
I3083,guácimo,46,8,3,0,4963.27
I3084,guácimo,31,7,3,0,2254.11
I3085,madero negro,52.7,8,2,0,0
I3086,guácimo,27,6,3,0,1709.94
I3087,cedro manteco,23,7,2,0,827.21
I3088,guácimo,23,6,,0,0
I3089,guácimo,16.5,5,,0,0
I3090,guácimo,25.3,6,2,0,1000.93
I3091,laurel,27,13,6,0,7026.28
I3092,higuerón,24.2,6,0,0,0
I3093,laurel,23.1,10,4,0,3428.71
I3094,sietecueros-pavillo,17.3,10,,0,0
I3095,laurel,28,18,6,0,7556.39
I3096,cenízaro,23.3,6,3,0,4236.94
I3097,guachipelín,16,4,,0,0
I3098,sietecueros-pavillo,33.7,10,1.5,0,1937.36
I3099,laurel,38,15,7,0,16237.24
I3100,laurel,22.3,12,3,0,2396.50
I3101,roble sabana,28,8,3,0,2942.31
I3102,guácimo,25.3,8,2,0,1000.93
I3103,fruta de pava,18,5,,0,0
I3104,guácimo,30.2,9,3,0,2139.27
I3105,guachipelín,24.4,9,2.5,0,2115.87
I3106,guachipelín,39.4,10,3,0,6620.37
I3107,guachipelín,16.5,8,2,0,774.05
I3108,sietecueros-pavillo,18,10,,0,0
I3109,cocobolo,18.3,8,,0,0
I3110,cocobolo,20,8,,0,0
I3111,cedro amargo,45.5,18,6,0,42555.88
I3112,guachipelín,33.3,8,1.5,0,2364.55
I3113,guácimo,26.3,8,3,0,1622.42
I3114,sietecueros-pavillo,17.3,8,,0,0
I3115,guachipelín,35,15,2,0,3482.85
I3116,guachipelín,40.5,15,2,0,4663.46
I3117,guaitil,19.3,10,3,0,0
I3118,roble sabana,16.4,8,,0,0
I3119,cocobolo,30.4,12,,0,0
I3120,cocobolo,36.4,12,,0,0
I3121,cenízaro,27.5,10,,0,0
I3122,roble sabana,18.5,8,,0,0
I3123,guachipelín,31,12,3,0,4098.39
I3124,guachipelín,43,12,3,0,7885.45
I3125,cocobolo,20.1,6,,0,0
I3126,guácimo,34,10,,0,0
I3127,guácimo,24.3,10,2,0,923.37
I3128,cenízaro,62.2,16,3,0,30194.06
I3129,guácimo,26.7,6,,0,0
I3130,guácimo,25.8,5,,0,0
I3131,guácimo,19.8,5,,0,0
I3132,roble sabana,27.8,10,2,0,1933.62
I3133,cocobolo,20.3,4,,0,0
I3134,guácimo,26.9,10,2,0,1131.53
I3135,guácimo,23.8,10,2,0,885.76
I3136,guácimo,30,10,3,0,2111.03
I3137,guácimo,19.5,10,,0,0
I3138,guácimo,20,8,,0,0
I3139,guácimo,17.3,8,,0,0
I3140,guácimo,17.5,8,,0,0
I3141,guácimo,16,8,,0,0
I3142,guácimo,18.7,6,,0,0
I3143,roble sabana,34.2,10,3,0,4389.60
I3144,guácimo,21.8,6,2,0,743.15
I3145,guácimo,27,8,,0,0
I3146,guácimo,34.3,8,2,0,1839.71
I3147,guácimo,27.7,6,2,0,1199.83
I3148,guácimo,31,6,3,0,2254.11
I3149,guácimo,24,8,,0,0
I3150,guácimo,24,8,,0,0
I3151,laurel de la india,60,4,,0,0
I3152,laurel de la india,80,6,,0,0
I3153,laurel de la india,106,8,,0,0
I3154,laurel de la india,21,4,,0,0
I3155,guácimo,24.2,6,2,0,915.78
I3156,guácimo,27.5,6,2,0,1182.57
I3157,guácimo,21.2,6,2,0,702.80
I3158,guácimo,61.5,7,1.5,0,4435.81
I3159,cocobolo,18,3,,0,0
I3160,chaperno,28.8,12,4,0,3773.14
I3161,chaperno,30.5,10,,0,0
I3162,guácimo,37.5,10,2,0,2198.99
I3163,guácimo,53,6,3,0,6588.77
I3164,guácimo,44,6,2,0,3027.38
I3165,teca,45.8,13,6,0,42045.40
I3166,guaitil,30.5,6,1.5,0,0
I3167,guachipelín,17.8,5,,0,0
I3168,guachipelín,44.5,8,3,0,8445.20
I3169,roble sabana,36,10,3,0,4863.82
I3170,roble sabana,16.7,10,,0,0
I3171,jocote,24.4,3,,0,0
I3172,cenízaro,103.5,15,2,1,55735.29
I3173,mamón,17.4,6,,0,0
I3174,mamón,18.5,6,,0,0
I3175,cocobolo,41,13,2,0,11374.78
I3176,cocobolo,26.2,10,4,0,9289.83
I3177,cocobolo,37.5,8,3,0,14273.46
I3178,cocobolo,24.7,8,3,0,6192.42
I3179,madero negro,25,5,,0,0
I3180,jocote,22,4,,0,0
I3181,cocobolo,31,5,3,0,9754.16
I3182,cocobolo,25.5,5,2,0,4400.03
I3183,jocote,18.4,2,,0,0
I3184,cenízaro,66,13,4,1,45328.09
I3185,guácimo,35.8,8,2,0,2004.14
I3186,roble sabana,20,6,,0,0
I3187,cocobolo,33.8,8,3,0,11595.78
I3188,guácimo,27.8,8,2,0,1208.51
I3189,guácimo,31.8,8,2,0,1581.30
I3190,guachipelín,30,12,3,0,3838.24
I3191,guachipelín,23.5,12,2,0,1570.12
I3192,guácimo,28.5,10,2,0,1270.14
I3193,cocobolo,25,10,2,0,4229.17
I3194,cocobolo,18.6,10,,0,0
I3195,guanacaste blanco,35.5,18,7,0,25332.30
I3196,guanacaste blanco,31.2,18,3,0,8385.91
I3197,guácimo,17.6,4,,0,0
I3198,laurel,27.7,10,3,0,3697.67
I3199,sietecueros-pavillo,15.3,8,,0,0
I3200,guácimo,26.7,10,2,0,1114.77
I3201,guácimo,37,10,2,0,2140.74
I3202,guácimo,52,10,3,0,6342.48
I3203,cocobolo,30.4,6,3,0,9380.24
I3204,sietecueros-pavillo,24.7,8,3,0,2081.49
I3205,guácimo,38,9,3,0,3387.03
I3206,guayacán,17,8,2,0,821.67
I3207,frijolillo,29.5,10,4,0,3958.79
I3208,guácimo,50,6,2,0,3909.32
I3209,guácimo,24.5,10,2,0,938.63
I3210,guácimo,25,10,2,0,977.33
I3211,cocobolo,26.6,4,2,0,4787.83
I3212,cocobolo,29,4,3,0,8536.16
I3213,laurel,20.5,6,2,0,1350.16
I3214,guácimo,42.3,4,4,0,5595.92
I3215,cocobolo,24.8,8,3,0,6242.66
I3216,jobo,40.2,12,6,0,8959.53
I3217,cenízaro,50.5,15,4,0,26537.64
I3218,guácimo,22.2,8,,0,0
I3219,guácimo,19.6,8,,0,0
I3220,guácimo,37.3,8,2,0,2175.60
I3221,guácimo,19.6,8,,0,0
I3222,guácimo,20.5,8,,0,0
I3223,guácimo,15.4,8,,0,0
I3224,guácimo,17.3,8,,0,0
I3225,almendro de montaña,22.5,8,,0,0
I3226,cocobolo,16.2,6,,0,0
I3227,chaperno,17.5,6,,0,0
I3228,cocobolo,24.8,4,2,0,4161.78
I3229,cocobolo,19,6,,0,0
I3230,cocobolo,19,5,,0,0
I3231,cocobolo,21.5,5,,0,0
I3232,cocobolo,20,6,,0,0
I3233,guachipelín ratón,15.2,8,,0,0
I3234,cocobolo,20,8,2,0,2706.67
I3235,sietecueros-pavillo,20.6,10,,0,0
I3236,sietecueros-pavillo,19.4,10,,0,0
I3237,sietecueros-pavillo,18.3,10,,0,0
I3238,sietecueros-pavillo,15.2,10,,0,0
I3239,cocobolo,18.6,8,,0,0
I3240,cocobolo,21.3,8,,0,0
I3241,cocobolo,21.8,8,2,0,3215.80
I3242,frijolillo,16.3,4,,0,0
I3243,sietecueros-pavillo,15,6,,0,0
I3244,cocobolo,35.7,7,3,0,12936.09
I3245,guácimo,25.4,4,,0,0
I3246,guácimo,25,4,,0,0
I3247,guácimo,15,4,,0,0
I3248,cocobolo,18.5,8,,0,0
I3249,cocobolo,25,8,2,0,4229.17
I3250,cocobolo,18.7,8,,0,0
I3251,cocobolo,27,8,3,0,7399.36
I3252,cocobolo,27,4,,0,0
I3253,cocobolo,26,4,,0,0
I3254,cocobolo,19,6,2,0,2442.77
I3255,guanacaste,55.4,20,4,0,35253.27
I3256,guanacaste,68,20,5,1,66390.76
I3257,cocobolo,15.5,7,,0,0
I3258,guácimo,25,7,3,0,1465.99
I3259,guanacaste blanco,17,7,3,0,2489.65
I3260,guácimo,27.5,15,6,0,3547.71
I3261,guácimo,16,8,,0,0
I3262,cocobolo,20.7,8,,0,0
I3263,guácimo,25.5,8,2,0,1016.81
I3264,cocobolo,26.8,9,3,0,7290.15
I3265,cocobolo,16.5,10,,0,0
I3266,cocobolo,17.3,10,,0,0
I3267,cocobolo,21.2,10,,0,0
I3268,cocobolo,30,10,3,0,9135.01
I3269,roble sabana,16.2,8,,0,0
I3270,guayaquil,16.3,10,,0,0
I3271,laurel,28.3,15,8,0,10292.24
I3272,guaitil,27.4,8,3,0,0
I3273,laurel,27.8,13,4,0,4965.88
I3274,jocote,17.6,3,,0,0
I3275,guaitil,15.5,3,,0,0
I3276,laurel,29.5,14,6,0,8387.69
I3277,guácimo,25.5,10,3,0,1525.22
I3278,guácimo,27.8,10,3,0,1812.77
I3279,guayaquil,44,20,6,0,12219.59
I3280,pochote,111.4,5,4,1.9494,56453.23
I3281,pochote,80,5,4,1.0053,29113.77
I3282,guayaquil,30.5,12,4,0,3914.35
I3283,cenízaro,30.7,14,5,0,12259.32
I3284,cenízaro,70,15,6,1.1545,76483.35
I3285,carao,45.4,8,5,0,0
I3286,guácimo,49.5,2,2,0,3831.52
I3287,guayaquil,34,13,6,0,7296.41
I3288,guácimo,37.5,8,2,0,2198.99
I3289,guácimo,17,5,,0,0
I3290,guácimo,38,5,,0,0
I3291,guácimo,29,8,2,0,1315.10
I3292,guácimo,28.7,8,2,0,1288.03
I3293,corteza amarilla,22,12,4,0,5504.32
I3294,guayaquil,19.3,6,2,0,783.69
I3295,guácimo,20.3,8,,0,0
I3296,guácimo,16.4,8,,0,0
I3297,guácimo,15,8,,0,0
I3298,laurel,20.8,8,,0,0
I3299,laurel,17.2,13,3,0,1425.69
I3300,laurel,17.6,14,3,0,1492.77
I3301,guácimo,15.7,6,,0,0
I3302,laurel,20,14,4,0,2570.20
I3303,guácimo,28.3,10,5,0,3130.93
I3304,cocobolo,21.6,8,2,0,3157.06
I3305,corteza amarilla,24,8,3,0,4912.95
I3306,cenízaro,41,15,5,0,21865.39
I3307,corteza amarilla,20,10,4,0,4549.03
I3308,laurel,32,14,6,0,9869.57
I3309,laurel,26,15,5,0,5429.55
I3310,laurel muñeco,18.5,4,,0,0
I3311,laurel,18.4,14,4,0,2175.42
I3312,laurel,22.3,10,2,0,1597.67
I3313,laurel,24.9,15,5,0,4979.84
I3314,laurel,25.7,12,6,0,6365.97
I3315,laurel,29.2,15,4,0,5478.64
I3316,laurel,19,8,2,0,1159.80
I3317,laurel,16.5,6,,0,0
I3318,laurel,20.3,15,5,0,3309.86
I3319,laurel,21.8,15,4,0,3053.65
I3320,carao macho,27,15,3,0,0
I3321,laurel,26.8,8,3,0,3461.29
I3322,nance,20.8,10,2,0,0
I3323,laurel,25,6,3,0,3011.95
I3324,cocobolo,20.2,6,2,0,2761.07
I3325,guácimo,30,6,2,0,1407.35
I3326,laurel,25,10,2,0,2007.97
I3327,nance,34.8,13,6,0,0
I3328,cocobolo,22.8,5,2,0,3517.59
I3329,guarumo,22.5,18,3,0,0
I3330,nance,31.5,8,3,0,0
I3331,guácimo,15,9,,0,0
I3332,guácimo,21.4,9,2,0,716.12
I3333,guácimo,37.8,9,3,0,3351.48
I3334,guácimo,15,9,,0,0
I3335,zorrillo de comer,19.8,6,3,0,0
I3336,guarumo,19.2,15,,0,0
I3337,guarumo,16,15,,0,0
I3338,laurel muñeco,16.8,8,,0,0
I3339,guanacaste,162,18,5,5.153,376807.78
I3340,laurel muñeco,28,15,6,0,7556.39
I3341,laurel muñeco,20,12,4,0,2570.20
I3342,guarumo,30,16,3,0,0
I3343,nance,43.6,9,4,0,0
I3344,cocobolo,19,6,,0,0
I3345,cocobolo,16.5,5,,0,0
I3346,cenízaro,73,14,6,1.2556,83179.54
I3347,cocobolo,28,12,6,0,15915.22
I3348,cenízaro,73,15,5,1.0463,69316.28
I3349,laurel,20.3,10,4,0,2647.88
I3350,guácimo,31.5,4,2,0,1551.61
I3351,corteza amarilla,22,10,5,0,6880.40
I3352,cocobolo,33.6,9,3,0,11458.96
I3353,guácimo,19.5,4,1.5,0,445.96
I3354,madero negro,30.5,9,4,0,0
I3355,guácimo,35,10,3,0,2873.35
I3356,guácimo,51.5,10,2,0,4147.40
I3357,guácimo,54,8,2,0,4559.83
I3358,roble sabana,18,8,3,0,1215.95
I3359,indio pelado,17.9,6,,0,0
I3360,guanacaste,145,16,5,4.1282,301874.09
I3361,guácimo,42,10,4,0,5516.83
I3362,guácimo,47.3,10,2,0,3498.51
I3363,guácimo,19,5,1.5,0,423.38
I3364,guácimo,36,5,1.5,0,1519.94
I3365,guácimo,63.4,6,3,0,9428.25
I3366,laurel,34,12,6,0,11141.82
I3367,guácimo,24,7,3,0,1351.06
I3368,carao,20,8,3,0,0
I3369,cenízaro,65.5,12,3,1,33482.93
I3370,cenízaro,55,12,3,0,23608.38
I3371,laurel,21.5,8,3,0,2227.64
I3372,guácimo,19.5,8,,0,0
I3373,guácimo,29.3,8,,0,0
I3374,laurel,33,10,5,0,8746.71
I3375,carao,42.7,15,5,0,0
I3376,guanacaste,67.3,15,5,1,65030.93
I3377,guácimo,48,12,,0,0
I3378,guácimo,24.2,12,2,0,915.78
I3379,guácimo,25,12,2,0,977.33
I3380,guácimo,60,12,2,0,5629.42
I3381,guayaquil,50.2,10,5,0,13254.94
I3382,guácimo,21.5,8,3,0,1084.25
I3383,laurel,25.7,10,3,0,3182.98
I3384,laurel,24.8,10,3,0,2963.95
I3385,guanacaste blanco,37.3,16,8,0,31961.52
I3386,laurel,33.7,12,8,0,14594.75
I3387,guácimo,17.7,8,2,0,489.90
I3388,guácimo,18.4,8,2,0,529.42
I3389,laurel,30.7,12,7,0,10597.95
I3390,cenízaro,108,15,5,2.2902,151717.98
I3391,guácimo,22.4,6,,0,0
I3392,laurel,33.2,12,4,0,7082.44
I3393,laurel,24,10,4,0,3701.09
I3394,guácimo,25.5,10,3,0,1525.22
I3395,laurel muñeco,23.4,12,4,0,3518.35
I3396,cenízaro,36.5,10,5,0,17329.07
I3397,guanacaste,36.5,10,3,0,11476.96
I3398,cenízaro,39,12,4,0,15827.37
I3399,guácimo,26.2,5,,0,0
I3400,laurel,25.5,8,4,0,4178.18
I3401,guácimo,17.7,4,,0,0
I3402,cedro amargo,107,15,3,1.3488,117672.32
I3403,guanacaste blanco,36,10,4,0,14886.23
I3404,tabaquillo,18,12,3,0,0
I3405,tabaquillo,23.7,12,4,0,0
I3406,guácimo macho,25.1,8,4,0,0
I3407,fruta de pava,21.3,9,4,0,0
I3408,guácimo,24.2,4,2,0,915.78
I3409,guácimo,15,8,,0,0
I3410,guácimo,22.2,8,,0,0
I3411,cenízaro,61,8,4,1,38720.34
I3412,guanacaste,37.5,3,2,0,8076.30
I3413,tabaquillo,25.7,10,4,0,0
I3414,carao,29.4,6,4,0,0
I3415,guácimo,36.5,10,2,0,2083.28
I3416,guácimo,19,10,,0,0
I3417,laurel,27,12,3,0,3513.14
I3418,laurel,20.5,12,3,0,2025.24
I3419,sietecueros-pavillo,22.7,8,4,0,2344.07
I3420,guácimo,36.5,8,2,0,2083.28
I3421,guácimo,16.5,8,2,0,425.72
I3422,guayaquil,41,14,6,0,10610.09
I3423,guayaquil,45.5,14,5,0,10889.12
I3424,laurel,43.3,14,6,0,18070.66
I3425,roble sabana,45.5,15,4,0,10359.38
I3426,pavillo,15.3,6,2,0,532.44
I3427,guácimo,48,9,3,0,5404.24
I3428,cenízaro,63.5,16,5,1,52448.97
I3429,guácimo,64.2,8,2,0,6445.12
I3430,cedro amargo,15.2,5,,0,0
I3431,roble sabana,26,8,4,0,3382.66
I3432,guachipelín,82.6,15,2,1,19398.07
I3433,guácimo,24.4,10,2,0,930.98
I3434,guácimo,26.2,10,2,0,1073.41
I3435,guácimo,30.2,10,3,0,2139.27
I3436,guácimo,70.8,8,2,0,7838.40
I3437,pavillo,15.5,6,,0,0
I3438,pavillo,20.2,6,,0,0
I3439,guayaquil,50,14,5,0,13149.53
I3440,guayaquil,51,16,8,1,21889.23
I3441,indio pelado,25,12,3,0,0
I3442,indio pelado,41,12,5,0,0
I3443,indio pelado,38.7,10,3,0,0
I3444,guayaquil,45.8,15,5,0,11033.19
I3445,guayaquil,60.7,16,6,1,23255.67
I3446,guácimo,31.5,10,2,0,1551.61
I3447,pavillo,44,16,6,0,13210.37
I3448,guácimo,50,10,2,0,3909.32
I3449,guácimo,31.6,10,2,0,1561.48
I3450,indio pelado,56.8,15,5,1,0
I3451,guácimo,51,10,1.5,0,3050.44
I3452,guácimo,59.5,10,2,0,5535.99
I3453,almendro de playa,36.7,12,1.5,0,0
I3454,almendro de playa,30.7,12,2,0,0
I3455,roble sabana,15.8,10,3,0,936.89
I3456,laurel de la india,79,12,3,1,0
I3457,laurel de la india,48,8,3,0,0
I3458,laurel de la india,42,10,2,0,0
I3459,laurel de la india,28.5,8,2,0,0
I3460,laurel de la india,22.3,8,2,0,0
I3461,laurel de la india,27.6,8,2,0,0
I3462,laurel de la india,25,8,2,0,0
I3463,cenízaro,98.5,12,3,1.143,75720.46
I3464,guácimo,50,10,2,0,3909.32
I3465,cenízaro,75,17,3,1,43899.88
I3466,cenízaro,77,17,4,1,61696.57
I3467,roble sabana,53,10,3,0,10542.03
I3468,indio pelado,26.5,7,2,0,0
I3469,madero negro,19.6,3,,0,0
I3470,madero negro,15.5,3,,0,0
I3471,guachipelín,42,6,,0,0
I3472,guachipelín,25,6,,0,0
I3473,indio pelado,36.5,8,4,0,0
I3474,cocobolo,16.5,6,2,0,1842.23
I3475,guácimo,34,7,2,0,1807.67
I3476,guácimo,42.5,7,2,0,2824.48
I3477,cocobolo,27.3,8,2,0,5043.14
I3478,guácimo,17,8,,0,0
I3479,guácimo,20,8,2,0,625.49
I3480,guácimo,19,8,,0,0
I3481,guácimo,21.2,8,,0,0
I3482,guácimo,53,10,3,0,6588.77
I3483,guácimo,25.3,10,3,0,1501.39
I3484,carao,62.5,12,4,1,0
I3485,guanacaste blanco,15.5,6,,0,0
I3486,guayaquil,29.5,10,5,0,4577.35
I3487,guácimo,42.3,10,3,0,4196.94
I3488,jobo,71.7,15,5,1.0094,23751.45
I3489,chaperno,17,12,2,0,657.33
I3490,corteza amarilla,21.4,12,2,0,2604.09
I3491,poró poró,32,13,,0,0
I3492,guácimo,58.5,11,5,1,13378.67
I3493,guácimo,85.5,15,3,1,17146.86
I3494,corteza amarilla,16.5,10,2,0,1548.09
I3495,ceiba,38,12,4,0,6158.24
I3496,laurel,21,12,4,0,2833.65
I3497,cenízaro,23.8,10,2,0,2947.16
I3498,laurel,31,12,5,0,7718.63
I3499,guanacaste blanco,22.5,16,4,0,5814.93
I3500,corteza amarilla,28.4,15,5,0,11465.82
I3501,cedro amargo,27.2,14,5,0,12673.40
I3502,roble sabana,74,16,8,1.7203,54803.03
I3503,guácimo,32.3,10,2,0,1631.42
I3504,guácimo,27.7,10,3,0,1799.75
I3505,corteza amarilla,29,10,4,0,9564.33
I3506,corteza amarilla,27,12,4,0,8290.60
I3507,guachipelín,33.6,14,3,0,4814.69
I3508,laurel,16,8,,0,0
I3509,laurel,17.4,10,,0,0
I3510,guachipelín,32.7,15,3,0,4560.21
I3511,guachipelín,27,15,2,0,2072.65
I3512,corteza amarilla,23,10,2,0,3008.04
I3513,guachipelín,19.3,8,,0,0
I3514,cedro amargo,103,18,4,1.6665,145385.11
I3515,corteza amarilla,17.4,10,,0,0
I3516,guachipelín,39,13,4,0,8648.84
I3517,corteza amarilla,22.4,10,2,0,2853.15
I3518,guachipelín,46.5,12,1.5,0,4610.69
I3519,corteza amarilla,28,12,4,0,8916.09
I3520,corteza amarilla,23.8,12,4,0,6441.88
I3521,jícaro playa,32.5,7,2,0,0
I3522,guachipelín,48,18,4,0,13101.20
I3523,lorito,38.8,10,1.5,0,0
I3524,corteza amarilla,19,8,,0,0
I3525,corteza amarilla,18,8,,0,0
I3526,lorito,62.5,15,,0,0
I3527,corteza amarilla,20.2,12,,0,0
I3528,lorito,42.8,15,1.5,0,0
I3529,corteza amarilla,29.5,8,2,0,4948.49
I3530,corteza amarilla,26.7,10,3,0,6080.54
I3531,corteza amarilla,31,10,4,0,10929.04
I3532,corteza amarilla,28,8,2,0,4458.05
I3533,guanacaste,93,20,2,1,49672.47
I3534,guachipelín,38.5,15,4,0,8428.49
I3535,laurel,23.2,12,4,0,3458.46
I3536,laurel,20.6,8,4,0,2726.72
I3537,laurel,29.5,15,3,0,4193.84
I3538,laurel,38.2,10,5,0,11720.43
I3539,laurel,33.8,12,6,0,11011.12
I3540,laurel,27.4,12,6,0,7236.01
I3541,gavilancillo,17.5,15,2,0,644.33
I3542,laurel,31,12,5,0,7718.63
I3543,poró poró,33.5,8,3,0,0
I3544,poró poró,26.8,8,,0,0
I3545,laurel,35,12,6,0,11806.86
I3546,corteza amarilla,29.5,15,4,0,9896.98
I3547,corteza amarilla,20.6,8,3,0,3619.55
I3548,carao espinoso,20.5,8,3,0,0
I3549,gavilancillo,36.6,10,4,0,5636.67
I3550,guácimo macho,19.4,12,3,0,0
I3551,guácimo macho,31.6,12,3,0,0
I3552,cocobolo,29.3,8,2,0,5809.12
I3553,cocobolo,20,8,3,0,4060.01
I3554,laurel,24.7,10,4,0,3920.13
I3555,laurel,30.8,10,4,0,6095.49
I3556,chaperno,26,9,3,0,2306.36
I3557,carao macho,30.6,8,2,0,0
I3558,laurel,24.3,9,3,0,2845.64
I3559,guaitil,29,6,2,0,0
I3560,laurel,22.7,6,4,0,3311.00
I3561,laurel,29.4,12,6,0,8330.92
I3562,corteza amarilla,28.7,9,3,0,7025.60
I3563,laurel,27.6,8,4,0,4894.69
I3564,guanacaste blanco,22.6,10,3,0,4400.05
I3565,guanacaste blanco,17.7,10,3,0,2698.91
I3566,guanacaste blanco,17.3,8,,0,0
I3567,guácimo,32.3,6,3,0,2447.13
I3568,poró poró,35,12,4,0,0
I3569,guachipelín,15.7,6,,0,0
I3570,guácimo,34,12,2,0,1807.67
I3571,guácimo,19,12,,0,0
I3572,guácimo,25,12,2,0,977.33
I3573,guácimo,31,12,,0,0
I3574,guácimo,22,7,,0,0
I3575,carao,45.6,15,4,0,0
I3576,pochote,61,14,6,1,25390.39
I3577,guácimo,27.6,10,3,0,1786.78
I3578,guácimo,36.2,10,3,0,3073.76
I3579,guácimo,54,10,1.5,0,3419.87
